datetime,hour,day_of_week,month,day_of_year,temperature,prev_consumption,consumption
2006-12-21 21:00:00,21,3,12,355,5.0,2.4373666666666667,0.9822666666666666
2006-12-21 22:00:00,22,3,12,355,4.8,0.9822666666666666,0.28026666666666666
2006-12-21 23:00:00,23,3,12,355,4.8,0.28026666666666666,0.2704333333333333
2006-12-22 00:00:00,0,4,12,356,4.4,0.2704333333333333,0.2669333333333333
2006-12-22 01:00:00,1,4,12,356,4.1,0.2669333333333333,0.27199999999999996
2006-12-22 02:00:00,2,4,12,356,4.0,0.27199999999999996,0.26763333333333333
2006-12-22 03:00:00,3,4,12,356,3.7,0.26763333333333333,0.27386666666666665
2006-12-22 04:00:00,4,4,12,356,3.5,0.27386666666666665,0.26426666666666665
2006-12-22 05:00:00,5,4,12,356,3.1,0.26426666666666665,0.8068333333333333
2006-12-22 06:00:00,6,4,12,356,3.0,0.8068333333333333,0.47963333333333336
2006-12-22 07:00:00,7,4,12,356,2.8,0.47963333333333336,1.7232
2006-12-22 08:00:00,8,4,12,356,2.5,1.7232,2.7444
2006-12-22 09:00:00,9,4,12,356,2.2,2.7444,1.8963
2006-12-22 10:00:00,10,4,12,356,2.0,1.8963,1.3449666666666666
2006-12-22 11:00:00,11,4,12,356,2.6,1.3449666666666666,1.2525666666666666
2006-12-22 12:00:00,12,4,12,356,3.8,1.2525666666666666,1.2284666666666666
2006-12-22 13:00:00,13,4,12,356,4.9,1.2284666666666666,0.6718999999999999
2006-12-22 14:00:00,14,4,12,356,5.8,0.6718999999999999,0.8155666666666667
2006-12-22 15:00:00,15,4,12,356,6.4,0.8155666666666667,1.4516333333333333
2006-12-22 16:00:00,16,4,12,356,6.5,1.4516333333333333,1.5712
2006-12-22 17:00:00,17,4,12,356,6.0,1.5712,1.4968
2006-12-22 18:00:00,18,4,12,356,4.8,1.4968,2.6869666666666667
2006-12-22 19:00:00,19,4,12,356,3.9,2.6869666666666667,3.9381666666666666
2006-12-22 20:00:00,20,4,12,356,3.3,3.9381666666666666,3.5360666666666667
2006-12-22 21:00:00,21,4,12,356,3.1,3.5360666666666667,4.548666666666667
2006-12-22 22:00:00,22,4,12,356,2.6,4.548666666666667,3.0650666666666666
2006-12-22 23:00:00,23,4,12,356,2.2,3.0650666666666666,2.4192
2006-12-23 00:00:00,0,5,12,357,1.8,2.4192,1.6982333333333333
2006-12-23 01:00:00,1,5,12,357,1.4,1.6982333333333333,1.7227999999999999
2006-12-23 02:00:00,2,5,12,357,1.1,1.7227999999999999,1.7007666666666668
2006-12-23 03:00:00,3,5,12,357,0.7,1.7007666666666668,1.7715333333333334
2006-12-23 04:00:00,4,5,12,357,0.4,1.7715333333333334,1.8916
2006-12-23 05:00:00,5,5,12,357,0.1,1.8916,2.2291
2006-12-23 06:00:00,6,5,12,357,-0.1,2.2291,1.6493666666666666
2006-12-23 07:00:00,7,5,12,357,-0.3,1.6493666666666666,4.023366666666667
2006-12-23 08:00:00,8,5,12,357,-0.4,4.023366666666667,4.190833333333333
2006-12-23 09:00:00,9,5,12,357,-0.6,4.190833333333333,3.2464
2006-12-23 10:00:00,10,5,12,357,-0.7,3.2464,2.972166666666667
2006-12-23 11:00:00,11,5,12,357,0.1,2.972166666666667,3.1590000000000003
2006-12-23 12:00:00,12,5,12,357,1.7,3.1590000000000003,2.9288
2006-12-23 13:00:00,13,5,12,357,3.3,2.9288,3.4063
2006-12-23 14:00:00,14,5,12,357,4.1,3.4063,3.7579666666666665
2006-12-23 15:00:00,15,5,12,357,4.3,3.7579666666666665,4.0491
2006-12-23 16:00:00,16,5,12,357,4.5,4.0491,4.3491
2006-12-23 17:00:00,17,5,12,357,4.4,4.3491,5.452533333333333
2006-12-23 18:00:00,18,5,12,357,4.1,5.452533333333333,3.8794
2006-12-23 19:00:00,19,5,12,357,3.9,3.8794,4.1178333333333335
2006-12-23 20:00:00,20,5,12,357,3.4,4.1178333333333335,4.1814
2006-12-23 21:00:00,21,5,12,357,2.7,4.1814,3.2884333333333333
2006-12-23 22:00:00,22,5,12,357,2.2,3.2884333333333333,4.327933333333333
2006-12-23 23:00:00,23,5,12,357,1.8,4.327933333333333,5.5624666666666664
2006-12-24 00:00:00,0,6,12,358,1.3,5.5624666666666664,4.028
2006-12-24 01:00:00,1,6,12,358,1.0,4.028,3.2757
2006-12-24 02:00:00,2,6,12,358,0.7,3.2757,2.3030333333333335
2006-12-24 03:00:00,3,6,12,358,0.5,2.3030333333333335,1.6067666666666667
2006-12-24 04:00:00,4,6,12,358,0.3,1.6067666666666667,1.5761
2006-12-24 05:00:00,5,6,12,358,0.4,1.5761,1.6319
2006-12-24 06:00:00,6,6,12,358,0.3,1.6319,1.8952
2006-12-24 07:00:00,7,6,12,358,0.4,1.8952,1.4764
2006-12-24 08:00:00,8,6,12,358,0.5,1.4764,1.4277666666666666
2006-12-24 09:00:00,9,6,12,358,1.1,1.4277666666666666,2.7256666666666667
2006-12-24 10:00:00,10,6,12,358,1.0,2.7256666666666667,2.675333333333333
2006-12-24 11:00:00,11,6,12,358,1.4,2.675333333333333,2.0929333333333333
2006-12-24 12:00:00,12,6,12,358,1.9,2.0929333333333333,1.5
2006-12-24 13:00:00,13,6,12,358,2.3,1.5,3.2399333333333336
2006-12-24 14:00:00,14,6,12,358,2.6,3.2399333333333336,1.3715333333333333
2006-12-24 15:00:00,15,6,12,358,2.9,1.3715333333333333,3.0968333333333335
2006-12-24 16:00:00,16,6,12,358,3.0,3.0968333333333335,2.0071333333333334
2006-12-24 17:00:00,17,6,12,358,3.1,2.0071333333333334,1.6864999999999999
2006-12-24 18:00:00,18,6,12,358,2.9,1.6864999999999999,0.5052
2006-12-24 19:00:00,19,6,12,358,2.5,0.5052,0.45403333333333334
2006-12-24 20:00:00,20,6,12,358,2.6,0.45403333333333334,0.4741
2006-12-24 21:00:00,21,6,12,358,2.3,0.4741,0.4840333333333333
2006-12-24 22:00:00,22,6,12,358,2.1,0.4840333333333333,0.4797666666666667
2006-12-24 23:00:00,23,6,12,358,1.7,0.4797666666666667,0.48633333333333334
2006-12-25 00:00:00,0,0,12,359,1.2,0.48633333333333334,0.9995666666666667
2006-12-25 01:00:00,1,0,12,359,0.4,0.9995666666666667,1.2067666666666665
2006-12-25 02:00:00,2,0,12,359,0.1,1.2067666666666665,0.438
2006-12-25 03:00:00,3,0,12,359,0.1,0.438,0.5899666666666666
2006-12-25 04:00:00,4,0,12,359,-0.1,0.5899666666666666,0.5786666666666667
2006-12-25 05:00:00,5,0,12,359,-0.1,0.5786666666666667,0.6201
2006-12-25 06:00:00,6,0,12,359,0.4,0.6201,0.26406666666666667
2006-12-25 07:00:00,7,0,12,359,0.2,0.26406666666666667,0.6768
2006-12-25 08:00:00,8,0,12,359,0.1,0.6768,2.6111
2006-12-25 09:00:00,9,0,12,359,1.3,2.6111,1.4934666666666667
2006-12-25 10:00:00,10,0,12,359,1.3,1.4934666666666667,1.9156666666666666
2006-12-25 11:00:00,11,0,12,359,1.6,1.9156666666666666,3.0446
2006-12-25 12:00:00,12,0,12,359,2.0,3.0446,2.9126
2006-12-25 13:00:00,13,0,12,359,2.3,2.9126,2.2249333333333334
2006-12-25 14:00:00,14,0,12,359,2.5,2.2249333333333334,1.7837333333333334
2006-12-25 15:00:00,15,0,12,359,2.8,1.7837333333333334,1.7403333333333333
2006-12-25 16:00:00,16,0,12,359,2.9,1.7403333333333333,3.8728333333333333
2006-12-25 17:00:00,17,0,12,359,2.7,3.8728333333333333,2.0718
2006-12-25 18:00:00,18,0,12,359,2.4,2.0718,2.4230666666666667
2006-12-25 19:00:00,19,0,12,359,2.1,2.4230666666666667,1.6295
2006-12-25 20:00:00,20,0,12,359,1.8,1.6295,1.9771333333333332
2006-12-25 21:00:00,21,0,12,359,1.7,1.9771333333333332,3.836866666666667
2006-12-25 22:00:00,22,0,12,359,1.5,3.836866666666667,4.2148666666666665
2006-12-25 23:00:00,23,0,12,359,1.3,4.2148666666666665,2.592233333333333
2006-12-26 00:00:00,0,1,12,360,1.1,2.592233333333333,2.4242666666666666
2006-12-26 01:00:00,1,1,12,360,0.9,2.4242666666666666,2.402633333333333
2006-12-26 02:00:00,2,1,12,360,0.9,2.402633333333333,2.4109333333333334
2006-12-26 03:00:00,3,1,12,360,0.8,2.4109333333333334,2.4490666666666665
2006-12-26 04:00:00,4,1,12,360,0.7,2.4490666666666665,2.9925
2006-12-26 05:00:00,5,1,12,360,0.7,2.9925,2.3877333333333333
2006-12-26 06:00:00,6,1,12,360,0.6,2.3877333333333333,2.3882
2006-12-26 07:00:00,7,1,12,360,0.5,2.3882,3.136066666666667
2006-12-26 08:00:00,8,1,12,360,0.5,3.136066666666667,2.3659333333333334
2006-12-26 09:00:00,9,1,12,360,0.6,2.3659333333333334,3.5450666666666666
2006-12-26 10:00:00,10,1,12,360,0.5,3.5450666666666666,4.0419
2006-12-26 11:00:00,11,1,12,360,0.6,4.0419,2.3735333333333335
2006-12-26 12:00:00,12,1,12,360,0.7,2.3735333333333335,2.4647
2006-12-26 13:00:00,13,1,12,360,0.9,2.4647,2.8868
2006-12-26 14:00:00,14,1,12,360,1.2,2.8868,3.8266
2006-12-26 15:00:00,15,1,12,360,1.4,3.8266,2.6296
2006-12-26 16:00:00,16,1,12,360,1.5,2.6296,3.4507333333333334
2006-12-26 17:00:00,17,1,12,360,1.4,3.4507333333333334,3.3423333333333334
2006-12-26 18:00:00,18,1,12,360,1.3,3.3423333333333334,3.2467
2006-12-26 19:00:00,19,1,12,360,1.2,3.2467,3.0340000000000003
2006-12-26 20:00:00,20,1,12,360,1.1,3.0340000000000003,3.479
2006-12-26 21:00:00,21,1,12,360,0.1,3.479,2.6584
2006-12-26 22:00:00,22,1,12,360,0.1,2.6584,0.8636
2006-12-26 23:00:00,23,1,12,360,0.1,0.8636,0.7682
2006-12-27 00:00:00,0,2,12,361,0.0,0.7682,0.48296666666666666
2006-12-27 01:00:00,1,2,12,361,-0.1,0.48296666666666666,0.49346666666666666
2006-12-27 02:00:00,2,2,12,361,-0.1,0.49346666666666666,0.4795
2006-12-27 03:00:00,3,2,12,361,-0.1,0.4795,0.4441333333333333
2006-12-27 04:00:00,4,2,12,361,-0.2,0.4441333333333333,0.4740333333333333
2006-12-27 05:00:00,5,2,12,361,-0.3,0.4740333333333333,1.0365333333333333
2006-12-27 06:00:00,6,2,12,361,-0.3,1.0365333333333333,0.4744
2006-12-27 07:00:00,7,2,12,361,-0.2,0.4744,2.0498666666666665
2006-12-27 08:00:00,8,2,12,361,-0.1,2.0498666666666665,2.1647333333333334
2006-12-27 09:00:00,9,2,12,361,-0.0,2.1647333333333334,2.3289666666666666
2006-12-27 10:00:00,10,2,12,361,0.1,2.3289666666666666,2.3169666666666666
2006-12-27 11:00:00,11,2,12,361,0.3,2.3169666666666666,1.3156
2006-12-27 12:00:00,12,2,12,361,0.6,1.3156,1.0784
2006-12-27 13:00:00,13,2,12,361,0.9,1.0784,0.26416666666666666
2006-12-27 14:00:00,14,2,12,361,1.1,0.26416666666666666,0.2638333333333333
2006-12-27 15:00:00,15,2,12,361,1.3,0.2638333333333333,0.3332
2006-12-27 16:00:00,16,2,12,361,1.3,0.3332,0.2968
2006-12-27 17:00:00,17,2,12,361,1.2,0.2968,0.5012666666666666
2006-12-27 18:00:00,18,2,12,361,1.0,0.5012666666666666,1.8244
2006-12-27 19:00:00,19,2,12,361,0.8,1.8244,1.7362666666666666
2006-12-27 20:00:00,20,2,12,361,0.7,1.7362666666666666,2.3531
2006-12-27 21:00:00,21,2,12,361,0.7,2.3531,1.3297333333333334
2006-12-27 22:00:00,22,2,12,361,0.5,1.3297333333333334,1.0835
2006-12-27 23:00:00,23,2,12,361,0.3,1.0835,0.3535
2006-12-28 00:00:00,0,3,12,362,0.0,0.3535,1.0185333333333333
2006-12-28 01:00:00,1,3,12,362,-0.1,1.0185333333333333,0.27773333333333333
2006-12-28 02:00:00,2,3,12,362,-0.2,0.27773333333333333,0.31616666666666665
2006-12-28 03:00:00,3,3,12,362,-0.5,0.31616666666666665,0.2988
2006-12-28 04:00:00,4,3,12,362,-0.4,0.2988,0.3101
2006-12-28 05:00:00,5,3,12,362,-0.5,0.3101,0.2894
2006-12-28 06:00:00,6,3,12,362,-0.6,0.2894,0.29256666666666664
2006-12-28 07:00:00,7,3,12,362,-0.8,0.29256666666666664,1.0433333333333332
2006-12-28 08:00:00,8,3,12,362,-1.2,1.0433333333333332,2.5357333333333334
2006-12-28 09:00:00,9,3,12,362,-0.9,2.5357333333333334,1.3215333333333334
2006-12-28 10:00:00,10,3,12,362,-0.9,1.3215333333333334,0.32606666666666667
2006-12-28 11:00:00,11,3,12,362,-0.7,0.32606666666666667,0.2799333333333333
2006-12-28 12:00:00,12,3,12,362,-0.0,0.2799333333333333,0.271
2006-12-28 13:00:00,13,3,12,362,0.8,0.271,0.6986333333333333
2006-12-28 14:00:00,14,3,12,362,1.6,0.6986333333333333,1.8085666666666667
2006-12-28 15:00:00,15,3,12,362,2.4,1.8085666666666667,1.5743333333333334
2006-12-28 16:00:00,16,3,12,362,2.9,1.5743333333333334,1.5589666666666666
2006-12-28 17:00:00,17,3,12,362,2.8,1.5589666666666666,2.432533333333333
2006-12-28 18:00:00,18,3,12,362,2.0,2.432533333333333,2.5439
2006-12-28 19:00:00,19,3,12,362,0.7,2.5439,2.8485
2006-12-28 20:00:00,20,3,12,362,-0.3,2.8485,2.1167666666666665
2006-12-28 21:00:00,21,3,12,362,-0.9,2.1167666666666665,5.035333333333333
2006-12-28 22:00:00,22,3,12,362,-0.9,5.035333333333333,3.2142
2006-12-28 23:00:00,23,3,12,362,-0.9,3.2142,2.1313333333333335
2006-12-29 00:00:00,0,4,12,363,-1.3,2.1313333333333335,1.4093333333333333
2006-12-29 01:00:00,1,4,12,363,-1.4,1.4093333333333333,1.9941666666666666
2006-12-29 02:00:00,2,4,12,363,-1.9,1.9941666666666666,2.1516333333333333
2006-12-29 03:00:00,3,4,12,363,-2.2,2.1516333333333333,2.4526666666666666
2006-12-29 04:00:00,4,4,12,363,-2.3,2.4526666666666666,2.4714333333333336
2006-12-29 05:00:00,5,4,12,363,-2.3,2.4714333333333336,2.3861
2006-12-29 06:00:00,6,4,12,363,-2.1,2.3861,2.4389
2006-12-29 07:00:00,7,4,12,363,-1.9,2.4389,3.8387666666666664
2006-12-29 08:00:00,8,4,12,363,-1.7,3.8387666666666664,3.6947666666666668
2006-12-29 09:00:00,9,4,12,363,-1.6,3.6947666666666668,3.4349
2006-12-29 10:00:00,10,4,12,363,-1.3,3.4349,2.4225333333333334
2006-12-29 11:00:00,11,4,12,363,-0.3,2.4225333333333334,1.3891666666666667
2006-12-29 12:00:00,12,4,12,363,1.6,1.3891666666666667,1.5557333333333334
2006-12-29 13:00:00,13,4,12,363,3.6,1.5557333333333334,1.7093333333333334
2006-12-29 14:00:00,14,4,12,363,5.0,1.7093333333333334,1.4184999999999999
2006-12-29 15:00:00,15,4,12,363,5.7,1.4184999999999999,0.6281
2006-12-29 16:00:00,16,4,12,363,5.8,0.6281,0.31786666666666663
2006-12-29 17:00:00,17,4,12,363,5.3,0.31786666666666663,0.8924
2006-12-29 18:00:00,18,4,12,363,4.4,0.8924,1.8926333333333334
2006-12-29 19:00:00,19,4,12,363,3.7,1.8926333333333334,1.7913333333333332
2006-12-29 20:00:00,20,4,12,363,3.4,1.7913333333333332,3.4718333333333335
2006-12-29 21:00:00,21,4,12,363,3.7,3.4718333333333335,4.313733333333333
2006-12-29 22:00:00,22,4,12,363,4.1,4.313733333333333,3.6660333333333335
2006-12-29 23:00:00,23,4,12,363,4.0,3.6660333333333335,1.1646666666666667
2006-12-30 00:00:00,0,5,12,364,4.1,1.1646666666666667,0.2947
2006-12-30 01:00:00,1,5,12,364,4.2,0.2947,0.3153
2006-12-30 02:00:00,2,5,12,364,4.5,0.3153,0.2794333333333333
2006-12-30 03:00:00,3,5,12,364,4.9,0.2794333333333333,0.3057666666666667
2006-12-30 04:00:00,4,5,12,364,5.2,0.3057666666666667,0.30093333333333333
2006-12-30 05:00:00,5,5,12,364,5.5,0.30093333333333333,0.2778333333333333
2006-12-30 06:00:00,6,5,12,364,5.9,0.2778333333333333,0.9067666666666666
2006-12-30 07:00:00,7,5,12,364,6.4,0.9067666666666666,0.25656666666666667
2006-12-30 08:00:00,8,5,12,364,6.7,0.25656666666666667,1.5167333333333333
2006-12-30 09:00:00,9,5,12,364,8.0,1.5167333333333333,3.2357666666666667
2006-12-30 10:00:00,10,5,12,364,7.5,3.2357666666666667,4.5093
2006-12-30 11:00:00,11,5,12,364,7.7,4.5093,3.885866666666667
2006-12-30 12:00:00,12,5,12,364,7.9,3.885866666666667,3.1451000000000002
2006-12-30 13:00:00,13,5,12,364,8.2,3.1451000000000002,2.2929666666666666
2006-12-30 14:00:00,14,5,12,364,8.8,2.2929666666666666,1.7899333333333334
2006-12-30 15:00:00,15,5,12,364,9.3,1.7899333333333334,2.449533333333333
2006-12-30 16:00:00,16,5,12,364,9.8,2.449533333333333,3.955566666666667
2006-12-30 17:00:00,17,5,12,364,10.3,3.955566666666667,2.581166666666667
2006-12-30 18:00:00,18,5,12,364,10.6,2.581166666666667,3.8627
2006-12-30 19:00:00,19,5,12,364,10.7,3.8627,3.753033333333333
2006-12-30 20:00:00,20,5,12,364,10.8,3.753033333333333,3.0760666666666667
2006-12-30 21:00:00,21,5,12,364,11.6,3.0760666666666667,2.038
2006-12-30 22:00:00,22,5,12,364,11.6,2.038,0.7491333333333333
2006-12-30 23:00:00,23,5,12,364,11.2,0.7491333333333333,0.7101999999999999
2006-12-31 00:00:00,0,6,12,365,10.4,0.7101999999999999,0.6762333333333334
2006-12-31 01:00:00,1,6,12,365,9.5,0.6762333333333334,0.7161666666666667
